acfrs_original_name,census_id,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,has_unconfirmed,name,ratio,ratio_group,state
Knott County School District,NA,33687,2020,School District,25299844,6303766,883396,444996,0,0,10135321,0,6945226,0,587139,202500,7722092,709814,22256126,746042,30144490,0,0,0,30890532,FALSE,knott,0.8190161308973248, Below 1%,Kentucky
Knox County School District,NA,33688,2020,School District,68537227,34226918,1788588,880868,0,0,17953464,0,13060467,0,588451,80521,24232775,1686457,30944179,-1024319,57968251,0,0,0,56943932,FALSE,knox,1.2035914028557073,1 - 5%,Kentucky
Knox County Career Center,NA,37133,2020,School District,22946805,0,848285,5451839,2029000,0,12371757,0,1070742,726668,1175182,1946969,1743459,0,9055820,178219,12568029,0,0,0,12746248,FALSE,knox  career center,1.8002791880402766,1 - 5%,Ohio
Knox County Schools,NA,107065,2020,School District,21977,0,21977,0,0,0,0,0,0,0,0,0,0,0,19174061,1662732,17511329,0,0,0,19174061,FALSE,knox  schools,0.0011461838991750366, Below 1%,Tennessee
Knox City-O'Brien Consolidated Independent School District,NA,197575,2020,School District,3039938,0,466429,0,0,0,875425,0,1698084,0,0,40465,1341248,0,3289107,-121020,4791840,0,0,0,4670820,FALSE,knox city-o'brien consolidated,0.6508360416372286, Below 1%,Texas
Knoxville Community School District,NA,33398,2020,School District,26472744,11488000,3379414,356973,0,880000,8683970,0,1117188,0,0,1275355,2422357,0,21335612,754966,24278358,0,0,0,25033324,FALSE,knoxville community,1.0575001545939324,1 - 5%,Iowa
Knoxville Community Unit School District 202,NA,167482,2020,School District,11976188,11410000,566188,0,0,0,453916,395025,0,0,0,0,0,0,15841925,-111328,15953253,0,0,0,15841925,FALSE,knoxville community unit,0.7559806021048578, Below 1%,Illinois
Kodiak Island Borough School District,NA,31584,2020,School District,33148279,0,6342911,48702,0,0,25598717,0,427164,1343528,654098,160535,4513115,68932,42135744,7479592,39398734,0,0,0,46878326,FALSE,kodiak island borough,0.7071131123581503, Below 1%,Alaska
Kokomo School Corporation,NA,43685,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98434704,-1937229,100371933,0,0,0,98434704,FALSE,kokomo school corporation,0, Below 1%,Indiana
Konawa School District I-4,NA,57764,2020,School District,1421853,1155000,266853,0,0,0,0,0,0,0,0,0,0,0,6102126,-865185,6967311,0,0,0,6102126,FALSE,konawai-,0.23300944621595818, Below 1%,Oklahoma
Konocti Unified School District,NA,146269,2020,School District,87236163,35588265,2710563,267076,0,0,40210324,0,8201057,0,258878,90290,6895541,123,45979776,3821358,49144372,0,0,0,52965730,FALSE,konocti unified,1.647030315639943,1 - 5%,California
Kopperl Independent School District,NA,163698,2020,School District,2104471,0,246271,149857,0,0,608761,0,1099582,0,0,26991,548683,0,2306064,-132177,3013915,0,0,0,2881738,FALSE,kopperl,0.7302783944966544, Below 1%,Texas
Kosciusko School District,NA,34985,2020,School District,39385631,1850000,143360,0,167921,1597000,32120304,0,2081957,0,135089,697904,3546591,0,17018334,-1756004,23018833,0,0,0,21262829,FALSE,kosciusko,1.852323178632533,1 - 5%,Mississippi
Kountze Independent School District,NA,38978,2020,School District,19381417,11490292,495302,0,0,164748,2720465,0,4399001,0,0,1428210,1050521,0,13645623,414630,15709724,0,0,0,16124354,FALSE,kountze,1.201996495487509,1 - 5%,Texas
Krebs School District C-9,NA,147239,2020,School District,2118979,1700000,418979,0,0,0,0,0,0,0,0,0,0,0,4298709,153352,4145357,0,0,0,4298709,FALSE,krebsc-,0.4929338087318774, Below 1%,Oklahoma
Kremlin-Hillsdale School District I-18,NA,147241,2020,School District,1705917,1565000,140917,0,0,0,0,0,0,0,0,0,0,0,3515488,-935192,4450681,0,0,0,3515489,FALSE,kremlin-hillsdalei-,0.4852573852456941, Below 1%,Oklahoma
Kress Independent School District,NA,163699,2020,School District,4509564,2460201,475764,0,0,0,649128,0,924471,0,0,60149,622322,0,3534040,280393,3936118,0,0,0,4216511,FALSE,kress,1.0695013009571184,1 - 5%,Texas
Krum Independent School District,NA,163700,2020,School District,56989800,39658560,1602649,0,0,2579000,5660738,0,7488853,0,0,833908,3329768,0,23134269,-955076,28253021,0,0,0,27297945,FALSE,krum,2.087695612252131,1 - 5%,Texas
Kuna Joint School District No. 3,NA,167414,2020,School District,73767365,59267411,6435819,0,0,0,7569787,0,0,1523729,494348,552351,4914167,0,47299642,8457571,44308589,0,0,0,52766160,FALSE,kuna jointno,1.3980051798349549,1 - 5%,Idaho
Kuspuk School District,NA,30404,2020,School District,8226676,0,1806960,0,0,0,6218108,0,110939,279966,90669,136421,3333936,2601234,15319605,4002806,17388390,0,0,0,21391196,FALSE,kuspuk,0.3845823300389562, Below 1%,Alaska
Kutztown Area School District,NA,46630,2020,School District,83092146,24556594,3221693,621072,0,0,47063000,0,7100665,0,529122,346996,5779205,236232,27397620,904889,32855164,0,0,0,33760053,FALSE,kutztown area,2.461256384875936,1 - 5%,Pennsylvania
Kyrene Elementary School District No. 28,NA,30548,2020,School District,363832919,216140544,18963861,0,0,0,122042063,0,0,0,6686451,11145538,10803586,2183622,152347758,-9677868,186158372,16114811,54714,0,176480504,FALSE,kyrene elementaryno,2.0616040341770554,1 - 5%,Arizona
L'anse Area Schools,NA,34343,2020,School District,20799193,4117784,1399229,0,0,0,12377824,0,2719051,0,185305,250412,2186407,0,5647150,-81280,8165249,0,0,0,8083969,FALSE,l'anse area schools,2.5728937109976546,1 - 5%,Michigan
L'anse Creuse Public Schools,NA,34513,2020,School District,585962666,246086807,17589335,0,42536708,0,227876568,0,49112894,0,2561204,5363371,30023719,0,99171475,-6800187,141358752,0,0,0,134558565,FALSE,l'anse creuse,4.3547035894742185,1 - 5%,Michigan
La Canada Unified School District,NA,44679,2020,School District,145802880,85377440,5193963,0,0,0,46710106,0,8308651,0,135024,632180,7088699,0,53633369,-3831030,65185278,0,0,0,61354248,FALSE,la canada unified,2.3764105135800864,1 - 5%,California
La Connor School District No. 311,NA,94034,2020,School District,21567621,17607500,0,0,0,0,3654428,0,0,0,305693,0,0,0,30197535,530670,29666865,0,0,0,30197535,FALSE,la connorno,0.714217932026571, Below 1%,Washington
School District of La Crosse,NA,39997,2020,School District,41444325,15960921,9681684,741106,1853511,0,8295537,11442639,4714653,0,196913,6642977,11326288,0,91333130,3944192,105358203,0,0,0,109302395,FALSE,la crosse,0.3791712432284764, Below 1%,Wisconsin
La Feria Independent School District,NA,38856,2020,School District,49880876,23238219,4447156,149817,0,0,9029470,0,12193234,0,0,331646,10130694,0,32808103,71121,43199322,0,0,0,43270443,FALSE,la feria,1.1527701715464296,1 - 5%,Texas
La Gloria Independent School District,NA,163702,2020,School District,659545,0,88567,10590,0,0,173826,0,386472,0,0,22039,257151,0,1557439,239504,1597125,0,0,0,1836629,FALSE,la gloria,0.35910627568224174, Below 1%,Texas
La Grange Independent School District,NA,38935,2020,School District,50230836,35147504,2712754,0,0,0,5328102,0,7042476,0,0,394218,4377782,0,21999681,2693,26768988,0,0,0,26771681,FALSE,la grange,1.8762675380750278,1 - 5%,Texas
La Habra City School District,NA,31318,2020,School District,112695146,33564415,2915573,153515,0,0,62839075,0,12817028,0,405540,408999,13038723,0,52609413,-5809531,71866666,0,0,0,66057135,FALSE,la habra city,1.7060253370056089,1 - 5%,California
La Joya Independent School District,NA,39023,2020,School District,548559712,266056520,33035907,14403518,0,0,103334248,0,130359927,0,1378592,1867853,71887541,0,304047192,-18457305,396259891,470598,339658,0,377802586,FALSE,la joya,1.4519744764266913,1 - 5%,Texas
La Mesa-Spring Valley School District,NA,31413,2020,School District,257366778,32725522,8201089,897573,0,0,153519086,0,49732494,0,1330185,6798920,22279068,0,121706041,-10762208,161546237,4110460,42834,0,150784029,FALSE,la mesa-spring valley,1.7068570173303965,1 - 5%,California
La Porte Independent School District,NA,38992,2020,School District,460331418,353695936,49956061,0,0,0,26357300,0,29081453,0,1240668,1389395,9666866,0,159647772,7363248,163340785,895270,0,0,170704033,FALSE,la porte,2.6966639856716217,1 - 5%,Texas
La Pryor Independent School District,NA,39264,2020,School District,8179442,1933140,720416,0,1491561,0,1657714,0,2376611,0,0,70151,1166321,0,6988002,393774,7830700,0,0,0,8224474,FALSE,la pryor,0.994524634645328, Below 1%,Texas
La Salle Elementary School District No. 122,NA,33046,2020,School District,6285267,5913645,371621,0,0,0,0,0,0,0,0,0,0,0,16042258,172295,15869963,0,0,0,16042258,FALSE,la salle elementaryno,0.3917944094902351, Below 1%,Illinois
La Vega Independent School District,NA,191611,2020,School District,65327306,38871929,3432216,0,1290865,0,9367616,0,12364681,0,0,483838,7741926,0,33104805,-246628,41577197,0,0,0,41330569,FALSE,la vega,1.580605048045673,1 - 5%,Texas
La Vernia Independent School District,NA,39255,2020,School District,57282137,34224741,3288840,0,0,0,8602941,0,11165615,0,0,856508,3455261,0,34955368,528933,38738204,0,0,0,39267137,FALSE,la vernia,1.458780582857365,1 - 5%,Texas
La Villa Independent School District,NA,57273,2020,School District,18897497,9357945,1048273,0,1440230,1725000,2276575,0,3049473,0,0,203876,1283480,0,8208082,715870,8979568,0,0,0,9695438,FALSE,la villa,1.9491122525872477,1 - 5%,Texas
Labrae Local School District,NA,37281,2020,School District,22471566,2825000,1750694,1470000,0,0,14307325,0,1118435,876350,836411,1746157,2578696,0,11114721,-1313104,16752678,0,0,0,15439574,FALSE,labrae local,1.4554524626132819,1 - 5%,Ohio
Lackawanna City School District,NA,36184,2020,School District,53454930,40430286,3695454,0,961792,0,2518700,2515843,3958256,0,1890442,126419,7059668,0,56493746,2699871,60979962,0,0,0,63679833,FALSE,lackawanna city,0.8394326348186246, Below 1%,New York
Lackawanna Trail School District,NA,38186,2020,School District,46350245,4545000,2594306,0,0,0,29612999,0,8826051,0,471428,150907,4811932,0,17894099,2233155,20623783,0,0,0,22856938,FALSE,lackawanna trail,2.027841393278487,1 - 5%,Pennsylvania
Lackland Independent School District,NA,38818,2020,School District,7376771,0,1678046,0,0,0,348914,0,5259570,0,90241,124298,1054681,214378,20944392,2326962,20010787,0,0,0,22337749,FALSE,lackland,0.33023788565266804, Below 1%,Texas
Laclede County C-5 School District,NA,35253,2020,School District,0,0,0,413543,0,0,0,0,0,0,0,41340,939518,7400,4518638,286104,5220792,0,0,0,5506896,FALSE,laclede  c-,0, Below 1%,Missouri
Laclede County R-I School District,NA,35252,2020,School District,0,2250000,0,0,0,0,0,0,0,0,56248,494408,1374485,433923,5370393,341279,7331930,0,0,0,7673209,FALSE,laclede  r-i,0, Below 1%,Missouri
School District of Ladysmith,NA,40058,2020,School District,11988769,8203078,416712,0,500389,600000,1561159,1141278,635522,0,71909,1307369,2550898,64020,10399438,2320032,12001693,0,0,0,14321725,FALSE,ladysmith,0.8371037008460922, Below 1%,Wisconsin
Lafayette County District School Board,NA,32400,2020,School District,11779444,0,217977,0,0,0,7938717,0,2704400,0,846819,27150,610191,94229,12024145,-915690,13671405,0,0,0,12755715,FALSE,lafayette,0.9234640316124968, Below 1%,Florida
Lafayette County School District,NA,35035,2020,School District,76651461,27343142,0,0,0,1238000,43683684,0,2843555,0,346133,1229961,3154907,0,25784959,-2066384,32236211,0,0,0,30169827,FALSE,lafayette,2.5406662424680126,1 - 5%,Mississippi
Lafayette County School District,NA,50534,2020,School District,30959,3055000,30959,289789,0,0,5429712,0,0,0,0,0,0,0,8171042,-693064,8864106,0,0,0,8171042,FALSE,lafayette,0.0037888680537928945, Below 1%,Arkansas
Lafayette School District,NA,46610,2020,School District,121410390,72368685,4268459,0,0,0,39473721,0,5089296,0,210229,692691,2949217,0,44802935,1250246,47194597,0,0,0,48444843,FALSE,lafayette,2.506157156913482,1 - 5%,California
Lafayette County C-1 School District,NA,42839,2020,School District,0,14495000,0,0,0,0,0,0,0,0,0,430875,1728120,0,9997056,-1462518,13618569,0,0,0,12156051,FALSE,lafayette  c-,0, Below 1%,Missouri
Lafayette Central School District,NA,99122,2020,School District,69958845,15891833,2726452,0,0,5000000,2106941,1513909,43475748,0,757871,3072799,1461545,72506,22445726,-2527984,29580560,0,0,0,27052576,FALSE,lafayette central,2.5860326572966654,1 - 5%,New York
Lafayette Parish School Board,NA,33836,2020,School District,1066106974,245362452,53617396,0,5715000,0,341483200,0,408155244,0,3937482,603549,48688163,0,341317707,36691619,353917800,0,0,0,390609419,FALSE,lafayette parish school board,2.729342719715625,1 - 5%,Louisiana
Lafourche Parish School Board,NA,42774,2020,School District,466712391,88268746,23144782,0,470000,0,147481826,0,200831538,0,6515499,1100022,17669459,0,153799071,6432431,166136121,0,0,0,172568552,FALSE,lafourche parish school board,2.7045043004127427,1 - 5%,Louisiana
Lafourche Parish Special Education District No 1,NA,76144,2020,School District,2100515,0,9774,0,0,0,2049812,0,0,0,40929,1000219,53406,950,872782,-490178,2417535,0,0,0,1927357,FALSE,lafourche parish special education district no,1.0898422035979842,1 - 5%,Louisiana
Lago Vista Independent School District,NA,163703,2020,School District,51235561,41595137,1092465,0,0,0,3839980,0,4707979,0,0,719285,2193022,0,23032804,1818170,24126941,0,0,0,25945111,FALSE,lago vista,1.9747674619700029,1 - 5%,Texas
Lagrange Elementary School District 102,NA,32929,2020,School District,32688251,31004510,102555,0,0,0,0,0,0,0,0,872537,18565239,0,41548387,2608495,58377668,0,0,0,60986163,FALSE,lagrange elementary,0.5359945501080302, Below 1%,Illinois
Lagrange School District 105 South,NA,167483,2020,School District,40041775,21167428,872364,0,0,0,2428904,0,15562048,0,11031,180110,13362254,50000,25366843,-413877,39373084,0,0,0,38959207,FALSE,lagrange105 south,1.0277872185642793,1 - 5%,Illinois
Laguna Beach Unified School District,NA,146275,2020,School District,80031647,21682158,3896940,0,0,0,52870999,0,1218549,0,363001,487592,6711833,0,64473482,4785826,66887081,0,0,0,71672907,FALSE,laguna beach unified,1.1166234264782926,1 - 5%,California
Laguna Joint Elementary School District,NA,146276,2020,School District,271620,0,95520,0,0,0,176100,0,0,0,0,0,56846,0,180997,-65824,303667,0,0,0,237843,FALSE,laguna joint elementary,1.1420138494721308,1 - 5%,California
Lagunita Elementary School District,NA,146277,2020,School District,943239,0,85190,0,0,0,857967,0,0,0,82,0,160487,2640,970675,-127197,1260999,0,0,0,1133802,FALSE,lagunita elementary,0.8319256801452105, Below 1%,California
Lagunitas Elementary School District,NA,146278,2020,School District,9476694,5156687,501419,0,0,0,3681203,0,137385,0,0,20256,620475,0,3953551,-277700,4871982,0,0,0,4594282,FALSE,lagunitas elementary,2.0627149138864356,1 - 5%,California
Laingsburg Community Schools,NA,161739,2020,School District,65209297,36419185,1783114,154693,1379952,1044714,20099392,0,4318247,0,0,383857,1882267,0,11950178,-294793,14511095,0,0,0,14216302,FALSE,laingsburg community schools,4.58693807995919,1 - 5%,Michigan
Lake County District School Board,NA,69471,2020,School District,449502625,3861000,35125954,761146,0,0,203807740,0,16385010,0,20908051,3447520,20993390,1679566,467226797,34054702,459292571,0,0,0,493347273,FALSE,lake,0.9111282246816027, Below 1%,Florida
Lake County Educational Service District,NA,164427,2020,School District,1394554,0,64121,0,0,0,1330433,0,0,8870,0,200901,258340,0,1520460,-213452,2193153,0,0,0,1979701,FALSE,lake  educational service district,0.7044265775488319, Below 1%,Oregon
Lake County Office of Education,NA,31685,2020,School District,15666347,0,4212548,0,0,0,11292950,0,0,0,160849,1677496,12049505,0,7512639,-443507,21683147,0,0,0,21239640,FALSE,lake  office of education,0.7375994602545053, Below 1%,California
Lake County Schools,NA,107079,2020,School District,372,0,372,0,0,0,0,0,0,0,0,0,0,0,536394,-32824,569218,0,0,0,536394,FALSE,lake  schools,6.935200617456571e-4, Below 1%,Tennessee
Lake and Peninsula School District,NA,31588,2020,School District,8490463,0,1078459,0,0,0,7296369,0,115635,369764,0,356116,1351167,0,12952304,1064181,13595406,0,0,0,14659587,FALSE,lake and peninsula,0.5791747748418833, Below 1%,Alaska
Lake Chelan School District No. 129,NA,39603,2020,School District,138020,0,138020,0,0,0,0,0,0,0,0,0,0,0,22302541,402284,21900257,0,0,0,22302541,FALSE,lake chelanno,0.006188532508470672, Below 1%,Washington
Lake City Area Schools,NA,161740,2020,School District,48631486,22051604,1370121,0,0,0,20548420,0,4453422,0,207919,137233,3239166,3500,11466245,-667094,15513238,0,0,0,14846144,FALSE,lake city area schools,3.2756981206702562,1 - 5%,Michigan
Lake Dallas Independent School District,NA,38904,2020,School District,221910040,186663832,8129687,0,0,0,12217441,0,14899080,0,0,991505,5641076,0,49393075,1078586,54947070,0,0,0,56025656,FALSE,lake dallas,3.9608646438695874,1 - 5%,Texas
Lake Elementary School District,NA,146280,2020,School District,2674443,0,938913,0,0,0,1602321,0,133209,0,0,123432,67614,4674719,1963312,4719664,2109413,0,0,0,6829077,FALSE,lake elementary,0.39162583757658614, Below 1%,California
Lake Elsinore Unified School District,NA,146281,2020,School District,430520513,111658092,20727778,29652,0,0,257975195,0,32518811,0,1089791,1909974,75902248,0,238209916,3802135,312220003,0,259689,0,316022138,FALSE,lake elsinore unified,1.3623112473215404,1 - 5%,California
Lake Fenton Community Schools,NA,48390,2020,School District,63041353,12800000,2806361,0,0,0,38652150,0,8398544,0,384298,1261417,5041371,0,20479083,-476671,27258542,0,0,0,26781871,FALSE,lake fenton community schools,2.3538815865403877,1 - 5%,Michigan
Lake Geneva Joint #1 School District,NA,45520,2020,School District,28150560,9505000,1926465,0,0,4360000,0,2496987,12359095,0,0,449486,5057545,0,24061273,-767701,30336005,0,0,0,29568304,FALSE,lake geneva joint #,0.9520518998992976, Below 1%,Wisconsin
Lake Hamilton School District No.5,NA,98726,2020,School District,0,61650000,0,0,0,0,32414636,0,0,0,0,0,0,0,50026574,1259506,48767068,0,0,0,50026574,FALSE,lake hamiltonno,0, Below 1%,Arkansas
