state,acfrs_original_name,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,name
AZ,Dilcon Community School Inc,49982,2020,School District,99261,0,35234,0,0,0,0,0,0,0,64027,56625,1532131,0,3586234,74122,5100868,0,0,0,5174990,dilcon community school inc
AZ,Higley Unified School District No. 60,49547,2020,School District,260197466,107822064,6314375,64525000,0,0,80373352,0,0,0,1162675,8446690,6998907,5222153,110288095,932990,130022855,190075,51605,0,130955845,higley 60
AZ,Saddle Mountain Unified School District No. 90,49709,2020,School District,80154562,60242031,1377567,0,1900000,4000000,12371399,0,0,0,263565,253517,4412521,104645,19130417,-1764707,25665807,0,0,0,23901100,saddle mountain 90
AZ,Theodore Roosevelt Boarding School,44599,2020,School District,93465,0,77648,0,0,0,0,0,0,0,15817,18900,1065157,119160,2460966,856469,2807714,0,0,0,3664183,theodore roosevelt boarding school
KS,Unified School District 405 Lyons,74757,2020,School District,0,12965000,0,0,0,0,10445426,0,0,0,0,0,0,0,20786662,435280,20351382,0,0,0,20786662,405 lyons
LA,East Feliciana Parish School Board,75656,2020,School District,49098386,3872114,2016033,39044,0,0,20521809,0,22242941,0,406445,714493,3196466,0,18694988,-837844,23443791,0,0,0,22605947,east feliciana parish school board
GA,City of Carrollton Board of Education,70766,2020,School District,118715777,26276433,6879700,0,0,0,44919579,0,30569301,0,97849,1535360,36386202,870435,25078265,2165396,61704866,0,0,0,63870262,city of carrollton
MT,Laurel Public School District No.7 and 7-70,35426,2020,School District,26920681,6906324,167343,0,0,0,15056370,0,4250490,0,540154,341137,1682370,41009,21042921,612822,22494615,0,0,0,23107437,laurel 7 and 7 70
LA,Louisiana Public School Risk Management Agency,76285,2020,School District,5379482,0,5379482,0,0,0,0,0,0,0,0,0,0,0,3108068,62794,3045274,0,0,0,3108068,louisiana public school risk management agency
GA,Griffin-Spalding County School System,32625,2020,School District,202938486,6784515,15234543,0,0,0,103486731,0,77432697,0,0,927767,91719126,0,40143993,5679534,127111352,0,0,0,132790886,griffin spalding county school system
LA,City of Monroe School Board,76429,2020,School District,439675309,67245429,15552738,0,0,0,113590707,0,241087496,0,1848498,112965,18661912,0,91894970,-11050764,121720611,0,0,0,110669847,city of monroe school board
GA,City of Cartersville Board of Education,70967,2020,School District,71430261,0,6840178,0,0,0,40957490,0,23632593,0,0,1056455,31803485,77220,23424254,3371576,52989838,0,0,0,56361414,city of cartersville
GA,City of Bremen Board of Education,70992,2020,School District,48765248,10016546,2895726,483878,0,0,21406587,0,13962510,0,0,1774614,15382887,0,10976041,1451322,26682220,0,0,0,28133542,city of bremen
PA,Berks County Intermediate Unit,151317,2020,School District,158703554,0,14971002,0,0,0,121541000,0,7682039,0,1436060,24166179,102860579,0,81196,879469,126228485,0,0,0,127107954,berks county intermediate unit
MT,Pryor School District No.2 & 3,81637,2020,School District,2265810,0,62257,0,0,0,2027953,0,61774,0,113826,12368,1924369,0,2008849,-155526,4101112,0,0,0,3945586,pryor 2 & 3
PA,Bucks County Intermediate Unit 22,151326,2020,School District,242969300,0,40997809,0,0,0,185633000,0,13354241,0,2984250,72009079,86388091,0,1006199,-1288432,160691803,17489785,247520,0,159403371,bucks county intermediate unit 22
NE,Omaha School Employees Retirement System,109377,2020,School District,120611000,0,120611000,0,0,0,936166000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,omaha school employees retirement system
NE,Pender Public Schools,109414,2020,School District,0,265000,0,0,0,0,1503051,0,0,0,0,234898,676285,0,5787251,660599,6037835,0,0,0,6698434,pender
OH,Auburn Vocational School District,41866,2020,School District,18450167,4345000,1537968,1040000,0,0,9968719,0,1018450,558673,540030,1291170,1360102,0,9735056,-35948,12422276,0,0,0,12386328,auburn vocational
NE,Perkins County Schools,109418,2020,School District,0,0,0,0,0,0,1796706,0,0,0,0,216720,547265,0,6215445,382535,6596895,0,0,0,6979430,perkins county schools
SC,Spartanburg County School District Six,38370,2020,School District,312499892,34949802,13890991,0,0,0,142786251,0,120872848,0,0,2067732,73565873,0,73284463,-1280403,150198471,0,0,0,148918068,spartanburg six
WI,School District of New Berlin,40096,2020,School District,61092920,41445560,5104770,153088,0,0,52495,5579180,14337007,0,0,2120740,2907407,0,58812962,4664160,59176949,0,0,0,63841109,of new berlin
NJ,Passaic Board of Education-Passaic Public Schools,42698,2020,School District,114450724,0,23204110,0,0,0,78463692,0,0,0,8189038,492739,132195246,70242083,251453319,65715756,388667631,0,0,0,454383387,passaic passaic
NE,Red Cloud Community School,109444,2020,School District,0,0,0,0,0,0,938068,0,0,0,0,164412,483348,0,3775616,255030,4168346,0,0,0,4423376,red cloud community school
NE,Dixon County School District No. 1,109437,2020,School District,0,7430000,0,0,0,0,0,0,0,0,0,136918,571730,0,14651518,629526,14730640,0,0,0,15360166,dixon 1
PA,Greater Johnstown Area Vocational Technical School,37923,2020,School District,10633220,0,1736414,0,0,0,7906000,0,864000,0,126806,2348177,1653170,33895,2535092,-44989,6615323,0,0,0,6570334,greater johnstown area vocational technical school
NY,East Islip Union Free School District,36415,2020,School District,398660129,7580452,13792853,0,0,26253705,7170354,7049470,336908396,0,6188661,2021069,2669327,9599,114091824,-16727405,135519224,0,0,0,118791819,east islip union free
NE,Rock County Public Schools,109458,2020,School District,0,0,0,24394,0,0,0,0,0,0,0,56053,377562,0,3727537,-302343,4463495,0,0,0,4161152,rock county
MI,Lapeer Community Schools of Lapeer County,79412,2020,School District,173538359,44716358,6920975,0,0,2981380,96772956,0,20866490,0,310200,1332733,13760910,0,42912954,-2241360,60247957,0,0,0,58006597,lapeer community schools of lapeer county
PA,Delaware Intermediate Unit County,151348,2020,School District,144604942,0,31140449,0,0,0,107319000,0,4879000,1426576,1266493,9357838,87337851,0,1268015,4014647,93949057,0,0,0,97963704,delaware intermediate unit county
CT,Regional Supervision District Board of Education,68357,2020,School District,3584901,0,714699,0,0,0,1234734,0,1609594,0,25874,0,1579786,0,7567512,-380094,9527392,0,0,0,9147298,regional supervision district
NE,Shelby Rising City Public Schools,109608,2020,School District,0,12440000,0,169211,0,0,1653946,0,0,0,0,157887,596150,0,7612513,592434,7774116,0,0,0,8366550,shelby rising city
NE,Stanton Community Schools District No. 3,109641,2020,School District,0,825000,0,0,0,0,0,0,0,0,0,78034,615800,0,6275466,4564,6964736,0,0,0,6969300,stanton community schools district 3
NE,Tri-County Public Schools District No. 300,109678,2020,School District,0,0,0,0,0,0,0,0,0,0,0,130428,867955,0,6274816,-432462,7705661,0,0,0,7273199,tri county 300
OR,Jefferson County Educational Service District,85953,2020,School District,2520197,0,142419,0,0,0,2374574,0,0,0,3204,179673,38698,0,1927365,-342036,2487772,0,0,0,2145736,jefferson county
NE,Umonhon Nation Public Schools District 16,109684,2020,School District,372715,12666509,372715,0,0,0,3550243,0,0,0,0,104366,3103390,0,26175437,7861953,21521240,0,0,0,29383193,umonhon nation 16
MO,Eldon R-I School District,81437,2020,School District,0,10132354,0,0,0,0,0,0,0,0,0,580203,4717318,239840,20098058,-321118,25956536,0,0,0,25635419,eldon r i
MT,Box Elder School District No. 13 & G,81609,2020,School District,6111737,0,0,0,0,0,5216934,0,689389,0,205414,93311,2055431,0,7348298,39681,9457359,0,0,0,9497040,box elder 13 & g
NE,Wausa Public School District No. 54-0576,109715,2020,School District,0,3610000,0,20480,0,0,0,0,0,0,0,110222,423002,0,3622052,-2893647,7048923,0,0,0,4155276,wausa 54 0576
NJ,City of Woodbury Public School District,82127,2020,School District,11991119,3611398,799994,0,0,0,6049356,0,0,0,1530371,104376,9603291,0,28759201,2048219,36418649,104376,640303,0,38466868,city of woodbury
NJ,City of Somers Point Board of Education,82106,2020,School District,14616277,10213000,265327,0,0,0,3693370,0,0,0,444581,562448,6651237,0,16486323,210459,23489549,0,0,0,23700008,city of somers point
NJ,Sayreville Board of Education,82096,2020,School District,66203115,34240000,6529080,1991012,0,0,19538784,0,0,0,3904241,863657,30011538,0,93786194,-134611,124796000,79374166,111430111,0,190804277,sayreville
NJ,School District of Town of Westfield,82103,2020,School District,50816199,24066140,3411084,0,0,0,22436433,0,0,0,902542,1518904,24401807,0,111583641,9338262,128166090,0,0,0,137504352,of town of westfield
NJ,Mainland Regional High School District,82044,2020,School District,39997922,31109971,674874,572356,0,0,6743287,0,0,0,897434,201453,6698064,0,30211565,1777110,35333971,0,0,0,37111082,mainland regional
NM,Cobre Consolidated School District No. 2,82135,2020,School District,44702327,9410000,124636,0,0,0,27226006,0,7727909,0,118441,105508,4993165,0,16718996,7707053,14110616,0,0,0,21817669,cobre consolidated 2
NJ,City of Ventnor School District,82123,2020,School District,1134690,0,1134690,0,0,0,0,0,0,0,0,83311,0,0,23241903,-3424877,26750091,0,0,0,23325214,city of ventnor
NY,Enlarged City School District of the City of Amsterdam,82245,2020,School District,224469954,71873254,5870337,378905,0,0,4080790,0,139605653,0,2585002,155342,8813322,0,79919066,-371942,89259672,0,0,0,88887730,enlarged of the city of amsterdam
OH,Akros Middle School,82431,2020,School District,1354033,0,45013,31843,75411,0,1136173,0,65593,72461,0,0,0,348321,1190394,72023,1466692,0,0,0,1538715,akros middle school
NY,Pelham Union Free School District,46414,2020,School District,180301379,30829272,5625838,0,0,20000000,4697324,5491687,118959305,0,189640,1853897,1794735,111227,72094520,-8349493,84203872,0,0,0,75854379,pelham union free
OH,City Day Community School,82775,2020,School District,1667914,0,152997,0,0,185100,1312085,0,17732,94787,0,0,0,0,1505405,-339212,1844617,1505405,461347,0,1966752,city day community school
OH,Constellation Schools Parma Community,82900,2020,School District,21490227,0,879191,7733823,1208000,155742,11513471,0,0,0,0,0,1117141,0,11134804,-1352104,13604049,11124915,0,0,12251945,constellation schools parma community
OH,Constellation Schools Westpark Community Middle,82906,2020,School District,2328698,0,117695,0,242000,18570,1802838,0,147595,109279,0,0,0,395475,30,395500,5,1706963,0,0,1706963,constellation schools westpark community middle
OH,Constellation Schools Madison Community Elementary School District,82897,2020,School District,6680381,2935026,263317,0,374000,37716,2817329,0,252993,167148,0,0,0,526835,2486853,-211581,3225269,0,0,0,3013688,constellation schools madison community
NE,Sarpy County School District No. 46,109635,2020,School District,0,12485000,0,8480000,1630000,0,0,0,0,0,0,255457,1316388,0,31627306,10319271,22879880,0,0,0,33199151,sarpy 46
MT,Wyola School District No. 29,35386,2020,School District,2044962,0,156403,0,0,0,1791602,0,0,0,96957,3122,2036174,0,402460,-409026,2850782,0,0,0,2441756,wyola 29
CO,Northeast Colorado Board of Cooperative Educational Services,32075,2020,School District,6340040,0,868559,11380,0,0,5215057,0,256424,0,0,2419247,4349981,0,104936,1524609,5349555,0,0,0,6874164,northeast colorado board of cooperative educational services
NE,Sutherland Public Schools,109659,2020,School District,465000,465000,0,0,0,0,1375321,0,0,0,0,100809,518214,0,4930229,274722,5274530,0,0,0,5549252,sutherland
NE,Twin Rivers Public Schools,109682,2020,School District,0,0,0,0,45066,0,2062368,0,0,0,0,21094398,83055251,0,824770130,56818868,872100911,0,0,0,928919779,twin rivers
MN,Independent School District 720 - Shakopee,81327,2020,School District,268345925,169481564,17730465,3514599,0,9855653,61076308,0,6207766,0,479570,3482707,25548851,807794,100416304,9586083,120669573,0,0,0,130255656,720 shakopee
MN,Independent School District No. 77,81348,2020,School District,176465695,80027402,11348057,2991528,0,0,68877794,0,8888029,0,724060,5753437,34486699,1482898,90985553,-5533543,138242130,0,0,0,132708587,77
MT,Bozeman School District No. 7,81610,2020,School District,280039809,202326594,8545517,0,0,0,60643651,0,4122827,0,4382220,3119191,15227118,322874,85550156,6955556,97263783,0,0,0,104219339,bozeman 7
MT,Livingston School District No. 4 _ 1,81628,2020,School District,32688508,12790000,178856,0,0,0,12336902,0,6573469,0,809281,443231,3206054,58833,17354334,143069,20919383,0,0,0,21062452,livingston 4 _ 1
KS,A.N.W. Special Education Cooperative No. 603,33478,2020,School District,0,0,0,50000,0,0,534916,0,0,0,0,0,0,0,11693175,-553102,12246277,0,0,0,11693175,a n w special education cooperative 603
NJ,Town of Hammonton School District,81984,2020,School District,1591697,0,1591697,0,0,0,0,0,0,0,0,0,0,0,62892617,463510,62429107,0,0,0,62892617,town of hammonton
NJ,Borough of Dumont School District,81939,2020,School District,16619386,6560000,211093,90248,0,0,8447763,0,0,0,1310282,527804,14510298,0,44859549,2358139,57539511,19487878,13649846,0,59897651,borough of dumont
NJ,City of Camden Board of Education,81955,2020,School District,138604093,0,51916216,0,22556636,0,60340685,0,0,0,3790556,281721,81603598,35949048,308623507,19963424,406494450,0,0,0,426457874,city of camden
NJ,Town of Newton School District,82064,2020,School District,17285562,5831577,1034352,3182048,0,0,6085367,0,0,0,1152218,7830946,10036529,0,19217008,755684,36328799,0,0,0,37084483,town of newton
NY,Board of Education City of Buffalo,82195,2020,School District,3629390497,748853464,148966760,0,0,0,38334713,46418092,2613913000,0,23903228,4543492,135074655,9368199,905712221,26792238,1027906329,0,0,0,1054698567,city of buffalo
OH,Harrisburg Pike Community School,83288,2020,School District,52037,0,52037,0,0,0,1474408,0,175635,78271,0,0,0,0,3501926,2264788,1237138,0,0,0,3501926,harrisburg pike community school
OH,Canton Harbor High School,82705,2020,School District,1659404,0,80031,0,0,0,1434390,0,144983,79317,0,0,0,323611,1108388,-216519,1648518,1108187,323812,0,1431999,canton harbor high school
OH,Buckeye Online School for Success,82667,2020,School District,7536844,0,1303287,14009,0,111787,5630552,0,477209,324654,0,0,0,624450,4405958,-119676,5150084,0,0,0,5030408,buckeye online school for success
OH,Foxfire Intermediate School,83126,2020,School District,1455666,0,232883,0,706858,0,465561,0,39644,27076,10720,0,0,277744,0,277744,0,1641547,287189,0,1928736,foxfire intermediate school
OH,Focus North High School,83112,2020,School District,2402588,0,104982,0,0,0,1945591,0,352015,0,0,0,0,333507,0,333507,0,0,0,0,333507,focus north high school
OH,Foxfire High School,83125,2020,School District,6114838,0,422802,0,706858,0,4294751,0,599898,211319,90529,0,0,778904,0,778904,0,2733685,808157,0,3541842,foxfire high school
OH,Dayton Regional Stem School,82973,2020,School District,4148089,0,543189,2895000,0,709900,0,0,0,0,0,0,0,471684,6638170,1064694,6045160,0,0,0,7109854,dayton regional stem school
OH,Coshocton Opportunity School,82926,2020,School District,19575,0,19575,0,0,0,0,0,0,0,0,0,135712,0,320317,34892,421137,319798,136231,0,456029,coshocton opportunity school
OH,Fayette Local School District,83097,2020,School District,0,5308750,0,0,0,0,6027710,366486,486929,0,0,413843,769584,0,6239613,252184,7170856,0,0,0,7423040,fayette
OH,Greater Ohio Virtual School,83224,2020,School District,0,0,0,0,0,0,545462,0,227749,0,0,0,0,0,2443035,-1470113,3913148,0,0,0,2443035,greater ohio virtual school
OH,Ilead Spring Meadows,83385,2020,School District,4110296,0,1486569,20686,970261,0,1433578,0,199202,72947,0,0,0,252445,2125469,-839780,3217694,2018652,675812,0,2694464,ilead spring meadows
