"","state","acfrs_original_name","id","NCES District ID","nces_original_name","student"
"2598","OH","Chagrin Falls Exempted Village School District",82746,"3904528","Chagrin Falls Exempted Village",1844
"2599","AR","Monticello School District",30705,"0509840","MONTICELLO SCHOOL DISTRICT",1844
"2600","AL","Clay County Board of Education",43900,"0100750","Clay County",1840
"2601","AL","Andalusia City Board of Education",30326,"0100060","Andalusia City",1839
"2602","OH","East Cleveland City School District",37054,"3904390","East Cleveland City School District",1839
"2603","WI","School District of West Salem",45091,"5516350","West Salem School District",1838
"2604","CA","West Sonoma County Union High School District",91083,"0602670","West Sonoma County Union High",1838
"2605","NC","Mitchell County Board of Education",36610,"3703000","Mitchell County Schools",1837
"2606","VT","Kingdom East Unified Union School District",191876,"5000421","Kingdom East Unified Union School District",1836
"2607","TX","Gladewater Independent School District",43109,"4820760","GLADEWATER ISD",1835
"2608","TX","Orange Grove Independent School District",52107,"4833720","ORANGE GROVE ISD",1830
"2609","TX","Atlanta Independent School District",38865,"4808880","ATLANTA ISD",1828
"2610","PA","Susquenita School District",38120,"4223040","Susquenita SD",1828
"2611","WI","School District of Kewaskum",40087,"5507380","Kewaskum School District",1827
"2612","PA","Western Wayne School District",38169,"4226070","Western Wayne SD",1827
"2613","NY","Red Hook Central School District",45223,"3624240","RED HOOK CENTRAL SCHOOL DISTRICT",1825
"2614","TX","Rio Hondo Independent School District",38859,"4837170","RIO HONDO ISD",1825
"2615","MI","Swan Valley School District",161862,"2633410","Swan Valley School District",1825
"2616","PA","Huntingdon Area School District",42664,"4212090","Huntingdon Area SD",1824
"2617","NY","Liberty Central School District",36432,"3617220","LIBERTY CENTRAL SCHOOL DISTRICT",1824
"2618","OH","Valley View Local School District",56619,"3904874","Valley View Local",1823
"2619","TX","Orangefield Independent School District",39130,"4833780","ORANGEFIELD ISD",1822
"2620","WI","School District of Jefferson",39990,"5507050","Jefferson School District",1821
"2621","NY","Broadalbin-Perth Central School District",36195,"3600005","BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT",1820
"2622","OH","Fostoria City School District",37250,"3904399","Fostoria City",1820
"2623","MI","Godfrey-Lee Public Schools",34485,"2616080","Godfrey-Lee Public Schools",1818
"2624","OH","Lakewood Local School District",45890,"3904799","Lakewood Local",1818
"2625","MO","Reeds Spring R-IV School District",35336,"2926160","REEDS SPRING R-IV",1818
"2626","CA","San Joaquin County Office of Education",45553,"0691031","San Joaquin County Office of Education",1818
"2627","PA","Southern Tioga School District",38145,"4222370","Southern Tioga SD",1818
"2628","PA","Burrell School District",38180,"4204530","Burrell SD",1817
"2629","OH","Norwood City School District",37110,"3904457","Norwood City",1815
"2630","CA","Fort Bragg Unified School District",146142,"0614070","Fort Bragg Unified",1814
"2631","WV","Clay County Board of Education",39783,"5400240","CLAY COUNTY SCHOOLS",1813
"2632","NY","Tonawanda City School District",36188,"3628740","TONAWANDA CITY SCHOOL DISTRICT",1813
"2633","CA","Gustine Unified School District",146192,"0616323","Gustine Unified",1812
"2634","NY","Norwich City School District",36146,"3621330","NORWICH CITY SCHOOL DISTRICT",1811
"2635","NH","Pelham School District",41543,"3305550","Pelham School District",1811
"2636","NJ","Saddle Brook Board of Education",35725,"3414490","Saddle Brook School District",1811
"2637","MI","Carrollton Public Schools",34618,"2608070","Carrollton Public Schools",1810
"2638","NY","East Aurora Union Free School District",36178,"3609540","EAST AURORA UNION FREE SCHOOL DISTRICT",1810
"2639","PA","Fairview School District",167063,"4209570","Fairview SD",1810
"2640","PA","Forest Hills School District",37921,"4209940","Forest Hills SD",1810
"2641","CA","Waterford Unified School District",146762,"0600063","Waterford Unified",1808
"2642","WI","Evansville Community School District",46180,"5504440","Evansville Community School District",1807
"2643","TX","Diboll Independent School District",38790,"4817040","DIBOLL ISD",1803
"2644","TX","Lamesa Independent School District",38900,"4826610","LAMESA ISD",1803
"2645","OH","Highland Local School District",37201,"3904880","Highland Local",1802
"2646","MI","Lakewood Public Schools",64921,"2620980","Lakewood Public Schools",1802
"2647","MO","Aurora R-VIII School District",35256,"2904020","AURORA R-VIII",1799
"2648","NY","Westhill Central School District",36306,"3607320","WESTHILL CENTRAL SCHOOL DISTRICT",1799
"2649","TX","Van Alstyne Independent School District",164024,"4843890","VAN ALSTYNE ISD",1798
"2650","NJ","Hasbrouck Heights Board of Education",35715,"3406930","Hasbrouck Heights School District",1795
"2651","NY","West Hempstead Union Free School District",36279,"3630660","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT",1795
"2652","OH","Claymont City School District",37289,"3904377","Claymont City",1794
"2653","OH","Waverly City School District",37218,"3904914","Waverly City",1792
"2654","NY","East Hampton Union Free School District",46230,"3609660","EAST HAMPTON UNION FREE SCHOOL DISTRICT",1790
"2655","NY","Chenango Valley Central School District",36113,"3607290","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT",1789
"2656","CA","Grass Valley Elementary School District",146180,"0615780","Grass Valley Elementary",1789
"2657","OH","Northwest Local School District",37104,"3904990","Northwest Local",1789
"2658","IL","Big Hollow School District 38",167424,"1706270","Big Hollow SD 38",1787
"2659","MI","Corunna Public Schools",34640,"2610860","Corunna Public Schools",1786
"2660","TX","Fairfield Independent School District",38942,"4818940","FAIRFIELD ISD",1786
"2661","MN","Fairmont Area Public Schools Independent School District 2752",167805,"2700124","FAIRMONT AREA SCHOOL DISTRICT",1786
"2662","TX","Lytle Independent School District",38796,"4828650","LYTLE ISD",1786
"2663","OH","Logan Elm Local School District",37213,"3904908","Logan Elm Local",1784
"2664","NY","Malverne Union Free School District",36265,"3618210","MALVERNE UNION FREE SCHOOL DISTRICT",1783
"2665","OK","Byng Public Schools",190743,"4006060","BYNG",1780
"2666","CA","Muroc Joint Unified School District",146418,"0626490","Muroc Joint Unified",1780
"2667","TX","Llano Independent School District",39077,"4827810","LLANO ISD",1778
"2668","PA","Bedford Area School District",37876,"4203180","Bedford Area SD",1777
"2669","FL","Glades County District School Board",32389,"1200660","GLADES",1777
"2670","WI","School District of Wisconsin Dells",39950,"5517040","Wisconsin Dells School District",1777
"2671","AL","Troy City Board of Education",49842,"0103330","Troy City",1776
"2672","OK","Fort Gibson Public Schools",190791,"4011970","FORT GIBSON",1775
"2673","OH","Vermilion Local School District",37077,"3904682","Vermilion Local",1775
"2674","OH","Poland Local School District",46643,"3904834","Poland Local",1774
"2675","KY","Washington County Board of Education",167646,"2105760","Washington County",1774
"2676","IL","Skokie School District 68",46214,"1736450","Skokie SD 68",1773
"2677","TX","Hitchcock Independent School District",38952,"4823310","HITCHCOCK ISD",1772
"2678","OH","Clinton-Massie Local School District",46703,"3904639","Clinton-Massie Local",1770
"2679","OH","Wauseon Exempted Village School District",37093,"3904564","Wauseon Exempted Village",1770
"2680","NJ","Warren Hills Regional School District",35892,"3416970","Warren Hills Regional School District",1769
"2681","TX","Farmersville Independent School District",38874,"4819080","FARMERSVILLE ISD",1767
"2682","KY","Leslie County Board of Education",33693,"2103330","Leslie County",1767
"2683","IA","Decorah Community School District",162925,"1908730","Decorah Community School District",1766
"2684","KY","Clinton County School District",33578,"2101260","Clinton County",1765
"2685","OH","Graham Local School District",37021,"3904619","Graham Local",1762
"2686","NY","Oneonta City School District",36347,"3621780","ONEONTA CITY SCHOOL DISTRICT",1762
"2687","PA","Spring Cove School District",37892,"4222530","Spring Cove SD",1762
"2688","OH","Clark-Shawnee Local School District",37027,"3904628","Clark-Shawnee Local",1761
"2689","WI","Winneconne Community School District",169302,"5516830","Winneconne Community School District",1759
"2690","OH","Coventry Local School District",37266,"3904999","Coventry Local",1757
"2691","PA","Palmerton Area School District",37925,"4218360","Palmerton Area SD",1756
"2692","IL","Skokie School District 68",46214,"1736480","Skokie SD 69",1756
"2693","MS","Greene County School District",35008,"2801590","GREENE COUNTY SCHOOL DISTRICT",1755
"2694","OH","Buckeye Local School District",37130,"3904585","Buckeye Local",1754
"2695","MI","Comstock Public Schools",34464,"2610590","Comstock Public Schools",1753
"2696","OH","Morgan Local School District",49084,"3904877","Morgan Local",1753
"2697","TX","Lorena Independent School District",53971,"4828200","LORENA ISD",1752
"2698","OH","Beaver Local School District",37036,"3904642","Beaver Local",1746
"2699","OH","Indian Valley Local School District",37285,"3905028","Indian Valley Local",1746
"2700","CA","Kelseyville Unified School District",146247,"0619320","Kelseyville Unified",1741
"2701","MS","Newton County School District",35059,"2803150","NEWTON COUNTY SCHOOL DISTRICT",1738
"2702","TX","Caldwell Independent School District",38846,"4812460","CALDWELL ISD",1737
"2703","OH","St. Clairsville-Richland City School District",43157,"3904599","St Clairsville-Richland City",1737
"2704","NY","Greenburgh Central School District",36467,"3612720","GREENBURGH CENTRAL SCHOOL DISTRICT",1736
"2705","CA","Paradise Unified School District",146490,"0629820","Paradise Unified",1734
"2706","CA","Red Bluff Joint Union High School District",146540,"0632010","Red Bluff Joint Union High",1733
"2707","NJ","Buena Regional School District",35703,"3402400","Buena Regional School District",1732
"2708","NJ","Pittsgrove Township School District",168090,"3413110","Pittsgrove Township School District",1732
"2709","VT","Taconic and Green Regional School District",191883,"5000417","Taconic and Green Regional School District",1732
"2710","OK","Bethany Public Schools",190735,"4004110","BETHANY",1730
"2711","TX","Rains Independent School District",42201,"4836360","RAINS ISD",1727
"2712","TX","Cameron Independent School District",39100,"4812640","CAMERON ISD",1725
"2713","OH","Struthers City School District",37172,"3904485","Struthers City",1725
"2714","NY","Kinderhook Central School District",36157,"3615210","KINDERHOOK CENTRAL SCHOOL DISTRICT",1724
"2715","TX","Academy Independent School District",54433,"4807470","ACADEMY ISD",1723
"2716","NY","Hudson City School District",36156,"3614940","HUDSON CITY SCHOOL DISTRICT",1723
"2717","CA","Santa Clara County Office of Education",31717,"0691035","Santa Clara County Office of Education",1723
"2718","UT","South Summit School District",102442,"4900990","South Summit District",1723
"2719","OH","Bath Local School District",36986,"3904576","Bath Local",1721
"2720","NY","Phoenix Central School District",36345,"3622920","PHOENIX CENTRAL SCHOOL DISTRICT",1720
"2721","WI","Two Rivers Public School District",40004,"5515120","Two Rivers Public School District",1720
"2722","WI","Baldwin-Woodville Area School District",40060,"5500720","Baldwin-Woodville Area School District",1714
"2723","WI","School District of Black River Falls",39987,"5501260","Black River Falls School District",1714
"2724","OH","Heath City School District",56794,"3904411","Heath City",1714
"2725","CA","Mountain Empire Unified School District",146404,"0626100","Mountain Empire Unified",1713
"2726","GA","Lanier County Board of Education",70906,"1303240","Lanier County",1710
"2727","GA","Atkinson County Board of Education",105246,"1300090","Atkinson County",1707
"2728","CA","Saratoga Union Elementary School District",146628,"0635910","Saratoga Union Elementary",1705
"2729","WI","School District of Altoona",39970,"5500270","Altoona School District",1702
"2730","WV","Monroe County Board of Education",42590,"5400960","MONROE COUNTY SCHOOLS",1702
"2731","PA","Big Beaver Falls Area School District",37866,"4203630","Big Beaver Falls Area SD",1701
"2732","SC","Calhoun County Public Schools",38326,"4501250","Calhoun 01",1700
"2733","NH","Kearsarge Regional School District",46035,"3304040","Kearsarge Regional School District",1700
"2734","TX","Progreso Independent School District",39021,"4835910","PROGRESO ISD",1700
"2735","GA","School District Commerce City",197169,"1301440","Commerce City",1699
"2736","OH","Fairview Park City School District",37056,"3904397","Fairview Park City",1699
"2737","NY","Highland Central School District",36445,"3614400","HIGHLAND CENTRAL SCHOOL DISTRICT",1699
"2738","MI","Essexville-Hampton Public Schools",161446,"2613530","Essexville-Hampton Public Schools",1695
