"","state.abb","county","census_id","id.x","year","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","id.y","state.name","population"
"1048","NC","Scotland County","34108308300000",196964,2020,"General Purpose",79080946,43725000,4193889,0,0,0,5431939,53246,20837555,0,946589,7691391,6877786,1962915,34419233,-12546966,63498291,0,0,0,50951325,FALSE,"0500000US37165","North Carolina",34174
"1049","PR","Yauco",NA,40868,2020,"General Purpose",57549426,29218559,16377792,0,4448357,2513752,0,0,0,0,2478107,23907,12537088,1202876,11838424,-1380559,26982854,0,0,0,25602295,FALSE,"0500000US72153","Puerto Rico",34172
"1050","IL","Lee County","14105205200000",48850,2020,"General Purpose",26687355,12641840,9830687,28128,0,0,1271664,0,2136921,0,778115,6905351,13716644,3798749,13362323,3774490,34008577,0,0,0,37783067,FALSE,"0500000US17103","Illinois",34145
"1051","MI","Emmet County","23102402400000",34259,2020,"General Purpose",24009134,19008802,3344170,0,0,869048,0,1380362,0,0,787114,27205703,7519745,219376,19617748,4556866,50005706,0,0,0,54562572,FALSE,"0500000US26047","Michigan",34112
"1052","KS","Harvey County","17104004000000",114262,2020,"General Purpose",0,9071494,0,555312,0,0,9022445,0,0,0,521575,0,0,0,37969522,835033,37134489,0,0,0,37969522,FALSE,"0500000US20079","Kansas",34024
"1053","VA","Halifax County","47204200200000",88723,2020,"General Purpose",70679848,53112561,6329191,2967860,1866791,406097,1947210,0,1346717,0,967291,610430,11180599,863124,40147712,3977547,48824318,0,0,0,52801865,FALSE,"0500000US51083","Virginia",34022
"1054","MN","Morrison County","24104904900000",43362,2020,"General Purpose",40479444,15330205,0,0,0,1540000,13940897,0,1800022,0,2251331,11493035,22412479,1802311,24226594,9762516,50171903,0,0,0,59934419,FALSE,"0500000US27097","Minnesota",34010
"1055","NY","Seneca County","33105004500000",36005,2020,"General Purpose",65966231,21716478,15524400,0,5006065,0,22483115,0,0,0,1236173,12585786,9424733,12333086,39432229,3048965,70726869,0,0,0,73775834,FALSE,"0500000US36099","New York",33814
"1056","VA","Pulaski County","47107807800000",39462,2020,"General Purpose",79693999,60501124,10571642,169883,0,0,4690414,0,2200162,0,1287911,2025196,12833704,407169,44208455,8544108,50930416,0,0,0,59474524,FALSE,"0500000US51155","Virginia",33800
"1057","FL","Wakulla County","10106506500000",32263,2020,"General Purpose",51395978,0,4628834,406805,0,8288224,33036546,0,2947409,0,1146277,15239467,1998823,9183531,24191335,3104738,47508418,0,0,0,50613156,FALSE,"0500000US12129","Florida",33764
"1058","MI","Wexford County","23108308300000",34289,2020,"General Purpose",27064312,3939914,1594215,0,10823000,0,9556362,0,0,0,360921,4322271,4150202,0,11293375,1389348,18376500,307211,307090,0,19765848,FALSE,"0500000US26165","Michigan",33673
"1059","ND","Stark County","35104504500000",81821,2020,"General Purpose",17136397,0,2369263,290490,127781,0,13465688,0,404163,0,479012,2052022,4150638,464782,19287935,-1740960,27696337,0,0,0,25955377,FALSE,"0500000US38089","North Dakota",33646
"1060","IL","Fulton County","14102902900000",32770,2020,"General Purpose",36226808,0,1729509,0,0,1299325,3889375,0,28603112,0,705487,8015343,4115470,0,14870260,1335904,25665169,0,0,0,27001073,FALSE,"0500000US17057","Illinois",33609
"1061","VA","Botetourt County","47101201200000",191815,2020,"General Purpose",65008848,48819360,8952685,0,455790,0,1330935,0,1021110,0,765001,1193439,8989679,0,57547975,3882864,63848229,0,0,0,67731093,FALSE,"0500000US51023","Virginia",33596
"1062","IA","Lee County","16105605600000",33304,2020,"General Purpose",12456011,3965000,1308425,175263,0,29932,5216581,0,1258648,0,502162,3639516,6700957,2480229,16249793,1806690,27263805,0,0,0,29070495,FALSE,"0500000US19111","Iowa",33555
"1063","GA","Lumpkin County","11109309300000",48032,2020,"General Purpose",31105988,6905000,1452562,0,0,5836871,2937157,0,0,0,524172,4443586,3242038,923857,27349956,4297154,31662283,0,0,0,35959437,FALSE,"0500000US13187","Georgia",33488
"1064","IA","Marion County","16106306300000",33307,2020,"General Purpose",8574424,1370000,798928,0,0,0,5173444,0,487368,0,733684,2053406,7259843,2180512,15428616,1439981,25482396,0,0,0,26922377,FALSE,"0500000US19125","Iowa",33414
"1065","VA","Accomack County","47100100100000",88649,2020,"General Purpose",44113516,24796003,4498673,423718,0,0,1912737,0,2748509,0,2417854,5935157,10219076,2116651,44963333,6241279,56992938,0,0,0,63234217,FALSE,"0500000US51001","Virginia",33413
"1066","IN","Daviess County","15101401400000",33188,2020,"General Purpose",0,4091828,0,152527,0,0,0,0,0,0,0,2736591,0,0,79712880,2243957,80205514,0,0,0,82449471,FALSE,"0500000US18027","Indiana",33381
"1067","MD","Caroline County","21100600500000",196829,2020,"General Purpose",74448832,44155079,5155717,0,4501123,0,15476355,0,0,0,1155225,4132556,5979681,1261495,50483342,1119440,60737634,0,0,0,61857074,FALSE,"0500000US24011","Maryland",33293
"1068","ND","Morton County","35103003000000",108465,2020,"General Purpose",32928549,10443991,1816137,0,695298,0,18401472,0,534285,0,1037366,2067774,9754687,26880,15471768,297463,27023646,0,0,0,27321109,FALSE,"0500000US38059","North Dakota",33291
"1069","IL","Bureau County","14100600600000",111750,2020,"General Purpose",15549312,12732751,1515479,0,0,0,0,4331304,1085184,0,215898,4093906,5224514,268000,12090647,2590758,19086309,0,0,0,21677067,FALSE,"0500000US17011","Illinois",33244
"1070","GA","Pickens County","11111211200000",92041,2020,"General Purpose",28308930,9869355,1785268,375872,0,4682426,9553849,0,1192973,0,399187,8750370,5622150,119823,27973321,1695539,40770125,0,0,0,42465664,FALSE,"0500000US13227","Georgia",33216
"1071","GA","Lee County","11108808800000",65345,2020,"General Purpose",6517174,0,1501099,170177,0,737009,2265717,0,0,0,1030713,7160533,388398,1107924,28266637,5009462,31914030,0,0,0,36923492,FALSE,"0500000US13177","Georgia",33163
"1072","AR","Hot Spring County","4103003000000",96156,2020,"General Purpose",1844028,0,1844028,772787,0,0,5268983,0,0,0,127991,0,0,0,17155856,1560952,15594904,0,0,0,17155856,FALSE,"0500000US05059","Arkansas",33040
"1073","AL","Pike County","1105505500000",94067,2020,"General Purpose",18004534,0,2018523,704917,0,100679,4555210,0,0,0,523443,1444192,6044632,0,12606992,2481887,17613929,0,0,0,20095816,FALSE,"0500000US01109","Alabama",33009
"1074","NC","Transylvania County","34108808800000",36666,2020,"General Purpose",25831897,216298,3010508,0,0,0,7927519,78522,3589919,0,2629628,5685391,7534477,0,53319370,490667,66048571,0,0,0,66539238,FALSE,"0500000US37175","North Carolina",32986
"1075","MO","Lafayette County","26105405400000",119574,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,1440198,6540927,99795,7000491,1261017,13820394,0,0,0,15081411,FALSE,"0500000US29107","Missouri",32984
"1076","TX","Jasper County","44112112100000",88322,2020,"General Purpose",10463388,0,1350699,0,0,0,6078601,0,2697495,0,336593,3304535,2116093,937849,15879198,-658479,22896154,0,0,0,22237675,FALSE,"0500000US48241","Texas",32980
"1077","WV","Greenbrier County","49101301300000",95920,2020,"General Purpose",2969437,0,0,0,0,0,974868,0,1671581,0,322988,2580436,1335420,1848543,14292865,3315337,16741927,0,0,0,20057264,FALSE,"0500000US54025","West Virginia",32977
"1078","IL","Morgan County","14106906900000",32781,2020,"General Purpose",4030572,0,928261,0,0,0,2878056,0,0,0,0,2166595,4250972,0,10579485,2427115,14569937,0,0,0,16997052,FALSE,"0500000US17137","Illinois",32915
"1079","TN","Weakley County","43109209200000",197531,2020,"General Purpose",30411390,0,8729946,0,12909941,5095559,2505558,962380,0,0,247682,48705283,3787325,1468381,12877995,1233845,65605139,0,0,0,66838984,FALSE,"0500000US47183","Tennessee",32902
"1080","TN","Rhea County","43107207200000",197505,2020,"General Purpose",49064991,30800000,647471,0,14976132,1407289,0,2162633,391807,0,410337,3615511,3543932,1915820,14394875,4574057,18896081,0,0,0,23470138,FALSE,"0500000US47143","Tennessee",32870
"1081","PR","Camuy",NA,47297,2020,"General Purpose",34666904,1139024,6993575,0,2434000,4389924,15880583,0,809609,0,1973006,923919,3319087,0,13689975,-1809076,19742057,0,0,0,17932981,FALSE,"0500000US72027","Puerto Rico",32827
"1082","CA","Lassen County","5101801800000",42807,2020,"General Purpose",64469350,0,2772345,3658166,0,0,49997018,0,2106207,0,1257894,7775280,45627245,6249495,19151771,6794337,72009454,0,0,0,78803791,FALSE,"0500000US06035","California",32730
"1083","OH","Jackson County","36104004000000",45045,2020,"General Purpose",0,550000,0,784639,1552743,0,17019930,16225,10697305,68236,0,6555547,18443652,2015675,13277449,4755268,35537055,0,0,0,40292323,FALSE,"0500000US39079","Ohio",32653
"1084","WV","Logan County","49102302300000",65538,2020,"General Purpose",4421618,0,616952,0,0,201676,1131973,0,2108590,0,362427,1452419,1997371,425747,14294992,-829573,19000102,0,0,0,18170529,FALSE,"0500000US54045","West Virginia",32567
"1085","MD","Dorchester County","21101000900000",189880,2020,"General Purpose",106065399,41819863,7351727,274895,6142450,0,14838501,0,27467748,0,1077921,5491954,7260297,773650,50873426,-2895339,67294666,0,0,0,64399327,FALSE,"0500000US24019","Maryland",32531
"1086","TX","Hale County","44109509500000",88195,2020,"General Purpose",6406647,16875,852468,0,0,1270000,4136386,0,0,0,130918,1778860,1310313,0,15056107,1522703,16622577,0,0,0,18145280,FALSE,"0500000US48189","Texas",32522
"1087","LA","Evangeline Parish","19102001900000",116202,2020,"General Purpose",20865891,19635500,964215,0,0,0,130546,0,0,0,135630,1148616,2135701,0,11212222,395677,14100862,65644,950,0,14496539,FALSE,"0500000US22039","Louisiana",32350
"1088","SC","Chester County","41101201200000",65037,2020,"General Purpose",61494626,25982882,5748992,660456,0,0,26340918,0,1656002,0,914580,4292098,3733344,941899,35236530,8100923,36102948,152608,0,0,44203871,FALSE,"0500000US45023","South Carolina",32294
"1089","TN","Henry County","43104004000000",197456,2020,"General Purpose",18113448,16477334,152060,0,0,1032500,0,1247937,0,0,451554,4021307,6175670,1725123,9893934,2475027,19341007,0,0,0,21816034,FALSE,"0500000US47079","Tennessee",32199
"1090","KS","Lyon County","17105605600000",114276,2020,"General Purpose",0,0,0,3119950,0,0,9499990,0,0,0,1252125,0,0,0,37837651,3043311,34794340,0,0,0,37837651,FALSE,"0500000US20111","Kansas",32179
"1091","PR","Fajardo",NA,46874,2020,"General Purpose",69006428,21638000,5052752,0,0,5000000,33373650,0,942987,0,2849303,0,5696905,2063222,24551225,-3855398,36166750,0,0,0,32311352,FALSE,"0500000US72053","Puerto Rico",32124
"1092","TN","Claiborne County","43101301300000",197424,2020,"General Purpose",30158143,28110832,760484,280665,59970,0,0,1335212,0,0,295822,3660788,2675226,1879158,15095403,3307861,20002714,0,0,0,23310575,FALSE,"0500000US47025","Tennessee",32043
"1093","OR","Malheur County","38102302300000",103188,2020,"General Purpose",0,0,0,312920,100840,0,10906521,0,610454,0,636573,4141747,3470324,0,19280812,1399584,25493299,392169,32056,0,26892883,FALSE,"0500000US41045","Oregon",31571
"1094","KS","Montgomery County","17106306300000",114283,2020,"General Purpose",0,0,0,56089,45693,0,6932241,0,0,0,0,0,0,0,33759539,1379539,32380000,0,0,0,33759539,FALSE,"0500000US20125","Kansas",31486
"1095","MI","Huron County","23103203200000",34264,2020,"General Purpose",55540331,0,4263938,0,0,0,19884486,0,29938984,0,1452923,8777142,6487417,1909492,16239627,-1821404,35235082,0,0,0,33413678,FALSE,"0500000US26063","Michigan",31407
"1096","GA","Gilmer County","11106106100000",96473,2020,"General Purpose",41591251,37657086,2103124,1033878,0,0,0,0,0,0,590482,4749722,2392479,747047,29980485,8809806,29059927,0,0,0,37869733,FALSE,"0500000US13123","Georgia",31353
"1097","VA","Amherst County","47200500100000",326384,2020,"General Purpose",63545336,19746083,6802271,21576631,0,2772370,4120643,0,1563498,0,1279147,7380330,7720720,28263,37116520,388777,51857056,0,0,0,52245833,FALSE,"0500000US51009","Virginia",31307
"1098","NH","Coos County","30100400400000",107985,2020,"General Purpose",39429488,0,2430737,319497,831501,479617,16967965,0,14849562,0,3550609,14116383,9943773,211800,17297661,2432216,39137401,0,0,0,41569617,FALSE,"0500000US33007","New Hampshire",31268
"1099","TX","Titus County","44122522500000",100197,2020,"General Purpose",116383158,114034184,798971,0,0,0,1550003,0,0,0,0,2250008,422524,0,13424410,-2741510,18838452,219987,90000,0,16096942,FALSE,"0500000US48449","Texas",31247
"1100","NE","Adams County","28100100100000",108577,2020,"General Purpose",0,1710000,0,373960,0,4030000,0,0,0,0,0,1145734,4312206,0,19099943,4029604,20528279,0,0,0,24557883,FALSE,"0500000US31001","Nebraska",31205
"1101","CO","Delta County","6101501500000",31961,2020,"General Purpose",4663473,0,777200,608787,0,0,0,0,0,0,1195912,4091939,6075595,497750,17840586,2736679,25769191,0,0,0,28505870,FALSE,"0500000US08029","Colorado",31196
"1102","MN","Polk County","24106006000000",42446,2020,"General Purpose",56730313,31196827,3449031,896609,0,0,16574334,0,896184,0,2116019,15086674,32128771,126992,29305193,-4329051,80976681,0,0,0,76647630,FALSE,"0500000US27119","Minnesota",31192
"1103","SC","Clarendon County","41101401400000",38259,2020,"General Purpose",71670714,30097957,1469464,1229356,0,128800,20564191,0,17098394,0,614652,3465996,152267,1167040,28746733,1218743,32313293,0,0,0,33532036,FALSE,"0500000US45027","South Carolina",31144
"1104","MT","Lake County","27102402400000",35362,2020,"General Purpose",15236894,481700,1470012,1127425,476186,0,9589971,0,426826,0,1087046,5142871,2817155,245126,16207276,2735514,21676914,0,0,0,24412428,FALSE,"0500000US30047","Montana",31134
"1105","MO","Stone County","26110510400000",35119,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,1371908,0,0,27587290,8013277,20945921,0,0,0,28959198,FALSE,"0500000US29209","Missouri",31076
"1106","CO","Summit County","6105905800000",31989,2020,"General Purpose",18007693,0,9570232,1399011,0,0,0,0,0,0,2374175,23825588,15194454,9130108,66993352,30075008,85068494,0,0,0,115143502,FALSE,"0500000US08117","Colorado",31055
"1107","TX","Bee County","44101301300000",88073,2020,"General Purpose",30468120,26672724,2370483,551439,0,0,0,1454420,584145,0,289329,3159147,2467392,32890,14632381,-6946,20298756,0,81341,0,20291810,FALSE,"0500000US48025","Texas",31047
"1108","TX","Kleberg County","44113713700000",38634,2020,"General Purpose",14290003,6515000,4184209,0,0,0,2728741,0,439221,0,422832,3976970,6357465,769773,15704991,1233856,25575343,0,0,0,26809199,FALSE,"0500000US48273","Texas",31040
"1109","SC","Williamsburg County","41104504500000",43824,2020,"General Purpose",112154548,66072170,5017717,0,0,7990000,24884949,0,371287,0,864227,8995416,5163273,234455,22366355,-5453770,42213269,0,0,0,36759499,FALSE,"0500000US45089","South Carolina",31026
"1110","PA","Elk County","39102402400000",45082,2020,"General Purpose",5212940,2304269,926075,0,0,0,1982596,0,0,0,0,2074179,8221367,1491775,10124902,765772,21146451,0,0,0,21912223,FALSE,"0500000US42047","Pennsylvania",30990
"1111","WY","Sheridan County","51101701700000",40132,2020,"General Purpose",13014317,1800000,1816051,153783,273657,542227,7442872,0,495453,0,449274,2275297,2669886,2579456,19191886,3063294,23653231,0,0,0,26716525,FALSE,"0500000US56033","Wyoming",30921
"1112","MN","Freeborn County","24102402400000",43924,2020,"General Purpose",27187047,7694192,1799527,0,0,0,15201996,0,644891,0,1846441,8052903,22836797,2886771,30122956,13029985,50869442,0,0,0,63899427,FALSE,"0500000US27047","Minnesota",30895
"1113","VA","Caroline County","47101701700000",93525,2020,"General Purpose",124806614,100429582,7214350,10011836,0,0,0,1723558,2912671,0,945985,5495277,7823407,712903,49893920,3869320,60056187,2906713,743036,0,63925507,FALSE,"0500000US51033","Virginia",30887
"1114","MI","Clare County","23101801800000",34254,2020,"General Purpose",12304552,1289000,1224177,787336,69017,0,7742104,0,633907,0,559011,0,0,0,8571770,43179,8528591,0,0,0,8571770,FALSE,"0500000US26035","Michigan",30856
"1115","TN","Obion County","43106606600000",197494,2020,"General Purpose",2329110,0,207452,0,1437000,37226,0,688584,233944,0,413488,7829586,169590,1990839,12159219,3619899,18529335,0,0,0,22149234,FALSE,"0500000US47131","Tennessee",30787
"1116","OH","Hardin County","36103303300000",45007,2020,"General Purpose",0,1300,0,0,342696,0,18584090,0,11916337,62294,0,13047083,15468224,970685,13541615,5012525,38015082,0,721935,0,43027607,FALSE,"0500000US39065","Ohio",30696
"1117","PR","Yabucoa",NA,43334,2020,"General Purpose",65535807,13349126,11636161,0,0,0,30212194,0,0,0,1882902,371190,10745131,121155,13304368,-2804685,27346529,0,0,0,24541844,FALSE,"0500000US72151","Puerto Rico",30426
"1118","TN","Giles County","43102802800000",197441,2020,"General Purpose",939039,0,213960,0,0,0,0,1844921,463692,0,261387,4510681,3448955,398880,14219664,1985686,20592494,0,0,0,22578180,FALSE,"0500000US47055","Tennessee",30346
"1119","VA","Powhatan County","47107307300000",93549,2020,"General Purpose",131221240,119797062,2687002,1630626,0,0,2986158,0,3171393,0,948999,2830753,6030863,88000,54701460,7115417,56535659,0,0,0,63651076,FALSE,"0500000US51145","Virginia",30333
"1120","VA","Mecklenburg County","47105905900000",197647,2020,"General Purpose",141859058,127050787,5418225,0,0,0,4772690,0,974676,0,1818125,1619293,9515560,0,88641388,9575179,90201062,34656228,2547556,0,99776241,FALSE,"0500000US51117","Virginia",30319
"1121","LA","Iberville Parish","19102402300000",116206,2020,"General Purpose",22912757,15926581,3059634,1287819,0,195000,55827,0,785508,0,1602389,9263163,2881448,164758,42218937,8571604,45956702,0,0,0,54528306,FALSE,"0500000US22047","Louisiana",30241
"1122","KY","Knox County","18106106100000",105717,2020,"General Purpose",0,21735000,0,0,90314,0,0,0,0,0,0,92418,4146387,0,16445433,-4644072,25328310,0,0,0,20684238,FALSE,"0500000US21121","Kentucky",30193
"1123","TX","Austin County","44100800800000",88061,2020,"General Purpose",35004133,28881130,3342728,1693544,0,57107,561516,0,0,0,468108,3692035,961700,167975,23479157,1857216,26443651,0,0,0,28300867,FALSE,"0500000US48015","Texas",30167
"1124","IL","Randolph County","14107907900000",73647,2020,"General Purpose",12763748,2463300,1261125,0,0,798000,6830742,0,197740,0,774130,6656685,1584306,0,10163858,746265,17658584,0,0,0,18404849,FALSE,"0500000US17157","Illinois",30163
